PET,TEXT,text_name,condition,domain,Sent_id,keystrokes,time,productivity (chr/s),num_major,num_minor,num_characters,highlight_ratio,prc_sugg_accepted,tags_edited,prc_crit_err_fixed,How difficult to translate was the source text?,How good was the quality of MT?,How useful were the error annotations? ,How accurate were the error annotations? ,How useful were the translation suggestions? ,How accurate were the translation suggestions? ,MT_DA,MT_spans,MT_severity,HT_DA,HT_spans,HT_severity
4,Text 2,doc18,1,medical,2,28,52.023,1.1754,0,0,198,0,N/A,,1,Very difficult,Insufficient,nan,nan,nan,nan,50,"['MISSING', 'de cognitieve uitkomsten']","['Major', 'Major']",100,[],[]
4,Text 2,doc18,1,medical,3,194,287.665,1.1754,0,0,467,0,N/A,,1,Very difficult,Insufficient,nan,nan,nan,nan,66,"['VPT-prematuren', 'gestational age', 'basisgegevens van pasgeborenen']","['Minor', 'Minor', 'Minor']",90,"['longitudinaal ', 'de ']","['Minor', 'Minor']"
4,Text 2,doc18,1,medical,4,91,42.616,1.1754,0,0,86,0,N/A,,1,Very difficult,Insufficient,nan,nan,nan,nan,50,"['5-jarige zuigelingen', 'VPT-geboren waren']","['Major', 'Minor']",100,[],[]
4,Text 2,doc18,1,medical,5,72,120.352,1.1754,0,0,162,0,N/A,,1,Very difficult,Insufficient,nan,nan,nan,nan,50,['5-jarige zuigelingen die VPT geboren waren'],['Major'],100,[],[]
4,Text 2,doc18,1,medical,7,17,34.246,1.1754,0,0,117,0,N/A,,1,Very difficult,Insufficient,nan,nan,nan,nan,100,[],[],100,[],[]
4,Text 2,doc18,1,medical,6,0,0,1.1754,0,0,94,0,N/A,,1,Very difficult,Insufficient,nan,nan,nan,nan,90,['0.6'],['Minor'],100,[],[]
4,Text 3,news_seattle_times.799809,2,news,1,43,14.281,1.9211,0,1,46,0.087,N/A,'Geef',1,Neutral,Very good,Extremely not useful,Somewhat inaccurate,nan,nan,50,"['Geef ', ' opnieuw toezicht.', 'WA ']","['Major', 'Minor', 'Minor']",100,[],[]
4,Text 3,news_seattle_times.799809,2,news,2,26,24.268,1.9211,0,1,82,0.0732,N/A,'crisis',1,Neutral,Very good,Extremely not useful,Somewhat inaccurate,nan,nan,60,['crisis van overlijdensgevallen'],['Minor'],70,['overlijdingscrisis'],['Minor']
4,Text 3,news_seattle_times.799809,2,news,3,55,90.547,1.9211,0,1,295,0.061,N/A,'gevende task force',1,Neutral,Very good,Extremely not useful,Somewhat inaccurate,nan,nan,90,[],[],75,"['covoorzitters ', 'en doen', 'task force']","['Minor', 'Minor', 'Minor']"
4,Text 3,news_seattle_times.799809,2,news,4,48,47.001,1.9211,0,4,162,0.0988,N/A,'en',1,Neutral,Very good,Extremely not useful,Somewhat inaccurate,nan,nan,80,['beleidsbeslissingen'],['Minor'],75,"['Het omkeren van de trend ', 'beleidsbeslissingen']","['Minor', 'Minor']"
4,Text 3,news_seattle_times.799809,2,news,5,11,5.048,1.9211,0,0,112,0,N/A,,1,Neutral,Very good,Extremely not useful,Somewhat inaccurate,nan,nan,100,[],[],100,[],[]
4,Text 3,news_seattle_times.799809,2,news,6,114,110.803,1.9211,0,2,304,0.0921,N/A,'communi'; 'mensen worden verwond',1,Neutral,Very good,Extremely not useful,Somewhat inaccurate,nan,nan,75,"['uit de eerste hand ', 'communiceren ', 'worden verwond']","['Minor', 'Minor', 'Minor']",90,"['toezien ', 'toezicht ']","['Minor', 'Minor']"
4,Text 3,news_seattle_times.799809,2,news,7,181,134.003,1.9211,1,2,303,0.1584,N/A,'pleiten'; 'voor gevangenisdoden'; 'op basis van gegevens',1,Neutral,Very good,Extremely not useful,Somewhat inaccurate,nan,nan,80,"['het publiek', 'op basis van gegevens.']","['Minor', 'Minor']",100,[],[]
4,Text 3,news_seattle_times.799809,2,news,8,44,80.512,1.9211,0,2,275,0.0255,N/A,'her',1,Neutral,Very good,Extremely not useful,Somewhat inaccurate,nan,nan,80,"['herkende ', ' te bieden']","['Minor', 'Minor']",90,"['task force', 'te bieden']","['Minor', 'Minor']"
4,Text 4,doc20,2,medical,1,130,116.683,1.2222,0,2,81,0.1235,N/A,'Car',1,Neutral,Good,Extremely not useful,Somewhat inaccurate,nan,nan,100,[],[],66,['SEH point-of-care echografie'],['Minor']
4,Text 4,doc20,2,medical,2,43,57.31,1.2222,0,2,102,0.1471,N/A,,1,Neutral,Good,Extremely not useful,Somewhat inaccurate,nan,nan,100,[],[],100,[],[]
4,Text 4,doc20,2,medical,3,27,39.315,1.2222,0,1,128,0.0625,N/A,,1,Neutral,Good,Extremely not useful,Somewhat inaccurate,nan,nan,66,['groei van deze '],['Major'],100,[],[]
4,Text 4,doc20,2,medical,5,36,12.586,1.2222,0,0,132,0,N/A,,1,Neutral,Good,Extremely not useful,Somewhat inaccurate,nan,nan,100,[],[],100,[],[]
4,Text 4,doc20,2,medical,6,29,24.568,1.2222,0,1,111,0.1171,N/A,'tel uitdaging',1,Neutral,Good,Extremely not useful,Somewhat inaccurate,nan,nan,66,['waarden en leerbehoeften van studenten '],['Major'],33,['sociaaleconomische '],['Major']
4,Text 4,doc20,2,medical,7,32,28.381,1.2222,0,4,95,0.4,N/A,'medische praktijken'; 'armere',1,Neutral,Good,Extremely not useful,Somewhat inaccurate,nan,nan,66,"['sleutel uitdaging', 'medische didactiek']","['Minor', 'Minor']",66,['overbruggen is'],['Minor']
4,Text 4,doc20,2,medical,8,13,16.051,1.2222,0,2,60,0.3667,N/A,'c beeldvormende'; 'methode',1,Neutral,Good,Extremely not useful,Somewhat inaccurate,nan,nan,33,['medische praktijken'],['Major'],33,['dokterspraktijken '],['Major']
4,Text 4,doc20,2,medical,9,85,93.955,1.2222,0,7,212,0.1226,N/A,'de EMPo'; 'de'; 'nood'; 'Po',1,Neutral,Good,Extremely not useful,Somewhat inaccurate,nan,nan,100,[],[],100,[],[]
4,Text 4,doc20,2,medical,10,54,50.347,1.2222,0,6,293,0.1229,N/A,'behaal'; 'variabel'; 'controle',1,Neutral,Good,Extremely not useful,Somewhat inaccurate,nan,nan,51,"['onder de knie zijn', 'artsen in noodsituaties']","['Minor', 'Major']",100,[],[]
4,Text 4,doc20,2,medical,4,0,0,1.2222,0,0,143,0,N/A,,1,Neutral,Good,Extremely not useful,Somewhat inaccurate,nan,nan,66,['variabele controle'],['Minor'],100,[],[]
4,Text 5,news_seattle_times.800119,3,news,1,21,31.317,1.6481,0,0,51,0,N/A,,1,Somewhat easy,Very good,Somewhat useful,Somewhat accurate,nan,nan,66,['u vliegt in een Boeing 737 MAX'],['Minor'],100,[],[]
4,Text 5,news_seattle_times.800119,3,news,2,6,19.137,1.6481,1,0,104,0.0288,N/A,'een',1,Somewhat easy,Very good,Somewhat useful,Somewhat accurate,nan,nan,0,['een '],['Major'],75,[],[]
4,Text 5,news_seattle_times.800119,3,news,3,56,64.188,1.6481,0,5,300,0.13,N/A,'geparkeerd',1,Somewhat easy,Very good,Somewhat useful,Somewhat accurate,nan,nan,33,"['geparkeerd ', 'explosie van de romp', 'ze zullen nemen']","['Major', 'Minor', 'Minor']",75,"['van de romp', 'modellen ']","['Minor', 'Minor']"
4,Text 5,news_seattle_times.800119,3,news,4,21,47.227,1.6481,1,0,86,0.0581,N/A,' niet',1,Somewhat easy,Very good,Somewhat useful,Somewhat accurate,nan,nan,100,[],[],90,['vliegtuigmodel '],['Minor']
4,Text 5,news_seattle_times.800119,3,news,5,38,38.812,1.6481,0,6,190,0.2526,N/A,'is'; 'opgenomen'; 'uitgebreid'; 'staat dit vermeld',1,Somewhat easy,Very good,Somewhat useful,Somewhat accurate,nan,nan,66,"['uitgebreid ', 'individuele ']","['Major', 'Minor']",100,[],[]
4,Text 5,news_seattle_times.800119,3,news,6,39,51.622,1.6481,0,1,193,0.0725,N/A,'schadegevallen',1,Somewhat easy,Very good,Somewhat useful,Somewhat accurate,nan,nan,66,"['schadegevallen ', 'vertrekken ']","['Minor', 'Minor']",50,"['crashes ', 'modellen ']","['Major', 'Minor']"
4,Text 5,news_seattle_times.800119,3,news,7,41,16.327,1.6481,0,2,76,0.1842,N/A,"'MAX lijn,'; 'ratio'",1,Somewhat easy,Very good,Somewhat useful,Somewhat accurate,nan,nan,66,"['lijn', 'al ']","['Major', 'Minor']",100,['lijn'],['Minor']
4,Text 5,news_seattle_times.800119,3,news,8,59,70.231,1.6481,0,1,265,0.0868,N/A,'medewerker van de media',1,Somewhat easy,Very good,Somewhat useful,Somewhat accurate,nan,nan,66,"['haven van Seattle', 'zei ', 'apparatuur ']","['Major', 'Minor', 'Minor']",90,['zei'],['Minor']
4,Text 6,doc34,3,medical,1,18,35.817,2.4808,1,0,122,0.041,N/A,'geen ',1,Somewhat easy,Very good,Somewhat useful,Somewhat accurate,nan,nan,0,['geen '],['Major'],100,[],[]
4,Text 6,doc34,3,medical,2,23,29.463,2.4808,0,2,194,0.1134,N/A,'kangoeroezorg'; 'maagsonde',1,Somewhat easy,Very good,Somewhat useful,Somewhat accurate,nan,nan,75,[],[],100,[],[]
4,Text 6,doc34,3,medical,4,50,55.484,2.4808,0,7,304,0.2467,N/A,'werden'; 'gestational age'; 'weken opgenomen. Hun'; 'werden in'; 'studie opgenomen.',1,Somewhat easy,Very good,Somewhat useful,Somewhat accurate,nan,nan,100,[],[],100,[],[]
4,Text 6,doc34,3,medical,5,49,38.199,2.4808,0,1,139,0.1007,N/A,"'kangoeroezorg,'",1,Somewhat easy,Very good,Somewhat useful,Somewhat accurate,nan,nan,50,"['gestational age', 'opgenomen. Hun moeders']","['Major', 'Minor']",75,"[' intensive care unit', 'zwangerschapsduur ']","['Minor', 'Major']"
4,Text 6,doc34,3,medical,6,58,35.125,2.4808,0,2,116,0.069,N/A,'drinken.',1,Somewhat easy,Very good,Somewhat useful,Somewhat accurate,nan,nan,100,[],[],100,[],[]
4,Text 6,doc34,3,medical,7,36,70.047,2.4808,0,1,204,0.0049,N/A,' ',1,Somewhat easy,Very good,Somewhat useful,Somewhat accurate,nan,nan,75,['bijgehouden '],['Minor'],90,[],[]
4,Text 6,doc34,3,medical,8,13,16.92,2.4808,0,3,162,0.3086,N/A,'gavagevoeding'; 'kangoeroezorggroep'; 'standaardzorggroep.',1,Somewhat easy,Very good,Somewhat useful,Somewhat accurate,nan,nan,50,"['bereikten ', '29,20 dagen', 'bereikten ', 'op ', 'op ']","['Minor', 'Major', 'Minor', 'Minor', 'Minor']",90,"['op', 'op']","['Minor', 'Minor']"
4,Text 6,doc34,3,medical,3,0,0,2.4808,0,0,49,0,N/A,,1,Somewhat easy,Very good,Somewhat useful,Somewhat accurate,nan,nan,50,['gavagevoeding '],['Major'],100,[],[]
4,Text 7,news_pa.5274,4,news,1,1,13.26,2.163,0,2,92,0.2391,50,'keerpunt',0.5,Somewhat easy,Very good,Somewhat useful,Somewhat accurate,Somewhat useful,Very accurate,75,['in een keerpunt'],['Minor'],75,['in een beslissend moment '],['Minor']
4,Text 7,news_pa.5274,4,news,2,9,37.512,2.163,0,4,202,0.1238,25,"''We'; 'onderschreven','",0.5,Somewhat easy,Very good,Somewhat useful,Somewhat accurate,Somewhat useful,Very accurate,75,"['notering en handel van', 'Bitcoin ', 'Bitcoin ']","['Minor', 'Minor', 'Minor']",90,"[' ', 'Bitcoin ', 'Bitcoin ', '""\x9d,']","['Minor', 'Minor', 'Minor', 'Minor']"
4,Text 7,news_pa.5274,4,news,3,43,92.469,2.163,0,2,208,0.0673,50,' impliceerde',0.5,Somewhat easy,Very good,Somewhat useful,Somewhat accurate,Somewhat useful,Very accurate,33,['impliceerde'],['Major'],90,['Bitcoin-fondsen'],['Minor']
4,Text 7,news_pa.5274,4,news,4,6,19.619,2.163,0,0,256,0,N/A,,0.5,Somewhat easy,Very good,Somewhat useful,Somewhat accurate,Somewhat useful,Very accurate,75,['financiële'],['Major'],80,"['Bitcoin ', 'authentieke financiële ']","['Minor', 'Minor']"
4,Text 7,news_pa.5274,4,news,5,16,64.635,2.163,0,2,223,0.0717,50,'bitcoinbeleggers',0.5,Somewhat easy,Very good,Somewhat useful,Somewhat accurate,Somewhat useful,Very accurate,50,"['geloven ', 'actief ']","['Minor', 'Major']",90,"['Bitcoin ', 'Bitcoin-investeerders geloven ']","['Minor', 'Minor']"
4,Text 7,news_pa.5274,4,news,6,230,240.484,2.163,0,6,523,0.1338,100,"''Met'; 'investeringsmiddel'; 'oplossingsarm'; 'naar'; 'Amerikanen mogelijk zal maken','",0.5,Somewhat easy,Very good,Somewhat useful,Somewhat accurate,Somewhat useful,Very accurate,33,"[""'Met de flagrant onwettige crypto-industrie die ten onder gaat door een berg aan arrestaties, strafrechtelijke veroordelingen, faillissementen, rechtszaken, schandalen, enorme verliezen en miljoenen investeerders en klanten die slachtoffer zijn geworden, had je niet gedacht"", 'Main Street Amerikanen', 'bekend ']","['Minor', 'Major', 'Minor']",33,"['""Met de flagrant wetteloze crypto-industrie die ten onder gaat door een berg arrestaties, strafrechtelijke veroordelingen, faillissementen, rechtszaken, schandalen, enorme verliezen en miljoenen investeerders en klanten die slachtoffer zijn geworden, zou je niet denken', 'fraudevol ', 'waardeloos, volatiel en fraudevol massaal', 'MISSING', 'bij', '""Met de flagrant wetteloze crypto-industrie die ten onder gaat door een berg arrestaties, strafrechtelijke veroordelingen, faillissementen, rechtszaken, schandalen, enorme verliezen en miljoenen investeerders en klanten die slachtoffer zijn geworden, zou je niet denken dat de SEC hen zou redden door een vertrouwd en bekend investeringsinstrument goed te keuren om een financieel product waarvan bekend is dat het waardeloos, volatiel en fraudevol massaal te kunnen promoten bij gewone Amerikanen,"" zei Kelleher. [MISSING]']","['Minor', 'Minor', 'Major', 'Major', 'Minor', 'Minor']"
4,Text 8,doc13,4,medical,1,16,29.916,2.1987,0,2,104,0.2788,100,'In het licht van',0.5,Neutral,Very good,Somewhat useful,Somewhat accurate,Extremely useful,Very accurate,100,[],[],100,[],[]
4,Text 8,doc13,4,medical,2,1,8.759,2.1987,0,1,174,0.0862,100,'traumapatiënten',0.5,Neutral,Very good,Somewhat useful,Somewhat accurate,Extremely useful,Very accurate,100,[],[],100,[],[]
4,Text 8,doc13,4,medical,3,51,105.144,2.1987,0,4,225,0.2178,100,'het onderzoeken van'; 'belangrijke gebieden.',0.5,Neutral,Very good,Somewhat useful,Somewhat accurate,Extremely useful,Very accurate,75,['inheemse '],['Minor'],80,['oorspronkelijke '],['Minor']
4,Text 8,doc13,4,medical,4,11,43.317,2.1987,0,3,106,0.3962,100,'patiënten'met''; 'voor geriatrische patiënten.',0.5,Neutral,Very good,Somewhat useful,Somewhat accurate,Extremely useful,Very accurate,90,"[""pati�nten'met'"", 'met ']","['Minor', 'Minor']",100,[],[]
4,Text 8,doc13,4,medical,5,43,50.367,2.1987,0,4,287,0.0871,100,'duidelijk meer'; 'gemeld',0.5,Neutral,Very good,Somewhat useful,Somewhat accurate,Extremely useful,Very accurate,75,"['meer ', 'overbrengbaarheid']","['Minor', 'Minor']",80,['mogelijkheid tot overdracht '],['Minor']
4,Text 8,doc13,4,medical,6,51,94.723,2.1987,4,0,231,0.1169,75,' '; 'lengte',0.5,Neutral,Very good,Somewhat useful,Somewhat accurate,Extremely useful,Very accurate,90,['belangrijkste '],['Minor'],80,['operatieve herzieningen'],['Minor']
4,Text 8,doc13,4,medical,7,24,58.113,2.1987,0,3,297,0.1414,100,'Orthogeriatrische'; 'prestaties bij overdracht',0.5,Neutral,Very good,Somewhat useful,Somewhat accurate,Extremely useful,Very accurate,75,"['Orthogeriatrische ', 'inheemse ']","['Minor', 'Minor']",100,[],[]
4,Text 8,doc13,4,medical,8,25,21.504,2.1987,0,1,168,0.0595,0,'medebeheer',0.5,Neutral,Very good,Somewhat useful,Somewhat accurate,Extremely useful,Very accurate,75,['dergelijke medebeheer '],['Minor'],90,['dergelijke '],['Minor']
5,Text 1,news_pa.5274,1,news,1,0,15.671,1.5723,0,0,92,0,N/A,,1,Neutral,Fair,nan,nan,nan,nan,75,['in een keerpunt'],['Minor'],75,['in een keerpunt'],['Minor']
5,Text 1,news_pa.5274,1,news,2,33,83.622,1.5723,0,0,202,0,N/A,,1,Neutral,Fair,nan,nan,nan,nan,75,"['notering en handel van', 'Bitcoin ', 'Bitcoin ']","['Minor', 'Minor', 'Minor']",75,"[' notering en handel van', 'Bitcoin ', 'Bitcoin ']","['Minor', 'Minor', 'Minor']"
5,Text 1,news_pa.5274,1,news,3,21,95.052,1.5723,0,0,208,0,N/A,,1,Neutral,Fair,nan,nan,nan,nan,33,['impliceerde'],['Major'],90,['impliceerde '],['Minor']
5,Text 1,news_pa.5274,1,news,4,9,44.263,1.5723,0,0,256,0,N/A,,1,Neutral,Fair,nan,nan,nan,nan,75,['financiële'],['Major'],90,['geloven '],['Minor']
5,Text 1,news_pa.5274,1,news,5,5,56.56,1.5723,0,0,223,0,N/A,,1,Neutral,Fair,nan,nan,nan,nan,50,"['geloven ', 'actief ']","['Minor', 'Major']",90,['financiële'],['Minor']
5,Text 1,news_pa.5274,1,news,6,78,411.248,1.5723,0,0,523,0,N/A,,1,Neutral,Fair,nan,nan,nan,nan,33,"[""'Met de flagrant onwettige crypto-industrie die ten onder gaat door een berg aan arrestaties, strafrechtelijke veroordelingen, faillissementen, rechtszaken, schandalen, enorme verliezen en miljoenen investeerders en klanten die slachtoffer zijn geworden, had je niet gedacht"", 'Main Street Amerikanen', 'bekend ']","['Minor', 'Major', 'Minor']",90,['een berg aan'],['Minor']
5,Text 2,doc13,1,medical,1,0,17.851,2.0689,0,0,104,0,N/A,,1,Neutral,Good,nan,nan,nan,nan,100,[],[],100,[],[]
5,Text 2,doc13,1,medical,2,21,44.18,2.0689,0,0,174,0,N/A,,1,Neutral,Good,nan,nan,nan,nan,100,[],[],100,[],[]
5,Text 2,doc13,1,medical,3,34,164.074,2.0689,0,0,225,0,N/A,,1,Neutral,Good,nan,nan,nan,nan,75,['inheemse '],['Minor'],90,['native '],['Minor']
5,Text 2,doc13,1,medical,4,18,55.716,2.0689,0,0,106,0,N/A,,1,Neutral,Good,nan,nan,nan,nan,90,"[""pati�nten'met'"", 'met ']","['Minor', 'Minor']",80,['overdraagbaarheid '],['Minor']
5,Text 2,doc13,1,medical,5,6,49.447,2.0689,0,0,287,0,N/A,,1,Neutral,Good,nan,nan,nan,nan,75,"['meer ', 'overbrengbaarheid']","['Minor', 'Minor']",90,['bij '],['Minor']
5,Text 2,doc13,1,medical,6,24,61.406,2.0689,0,0,229,0,N/A,,1,Neutral,Good,nan,nan,nan,nan,90,['belangrijkste '],['Minor'],80,['operatieve revisies '],['Minor']
5,Text 2,doc13,1,medical,7,23,31.996,2.0689,0,0,297,0,N/A,,1,Neutral,Good,nan,nan,nan,nan,75,"['Orthogeriatrische ', 'inheemse ']","['Minor', 'Minor']",80,['native '],['Minor']
5,Text 2,doc13,1,medical,8,2,60.207,2.0689,0,0,168,0,N/A,,1,Neutral,Good,nan,nan,nan,nan,75,['dergelijke medebeheer '],['Minor'],100,[],[]
5,Text 3,news_scotsman.87462,2,news,1,46,82.465,1.1622,2,0,111,0.2072,N/A,'omworstelaars'; 'steak pies',1,Neutral,Insufficient,Somewhat useful,Somewhat accurate,nan,nan,33,"['omworstelaars', 'maar niet de prijzen']","['Major', 'Major']",75,"[' uitbreiden, maar niet de prijzen']",['Minor']
5,Text 3,news_scotsman.87462,2,news,2,33,88.144,1.1622,1,0,206,0.0728,N/A,'kers op de hoek',1,Neutral,Insufficient,Somewhat useful,Somewhat accurate,nan,nan,50,['een keten van bakkers op de hoek'],['Major'],100,['Stadsbakkerijketen '],['Minor']
5,Text 3,news_scotsman.87462,2,news,3,9,50.438,1.1622,1,1,222,0.2568,N/A,'de PA dat er'momenteel plannen zijn' om',1,Neutral,Insufficient,Somewhat useful,Somewhat accurate,nan,nan,25,"['de ', 'de PA', ""'momenteel plannen zijn'"", ' prijzen aan de kassa ']","['Minor', 'Major', 'Major', 'Minor']",80,"['prijzen aan de kassa', 'de winkelketen']","['Minor', 'Minor']"
5,Text 3,news_scotsman.87462,2,news,4,66,92.474,1.1622,2,1,133,0.2481,N/A,'op een netto basis',1,Neutral,Insufficient,Somewhat useful,Somewhat accurate,nan,nan,75,['om klanten toegang tot zijn winkels te bieden'],['Minor'],90,"['winkels openen, om klanten gemakkelijker toegang tot zijn winkels te bieden.']",['Minor']
5,Text 3,news_scotsman.87462,2,news,5,14,54.073,1.1622,1,0,118,0.0339,N/A,,1,Neutral,Insufficient,Somewhat useful,Somewhat accurate,nan,nan,66,['winkelparken'],['Minor'],90,['naar '],['Minor']
5,Text 3,news_scotsman.87462,2,news,6,94,96.826,1.1622,3,0,258,0.0814,N/A,'pudding'; 'kerstpudding'; 'ba',1,Neutral,Insufficient,Somewhat useful,Somewhat accurate,nan,nan,66,"['steakpudding ', 'chocolade-oranje muffin']","['Minor', 'Major']",80,"['kerstassortimenten', 'feestelijke bake']","['Minor', 'Minor']"
5,Text 3,news_scotsman.87462,2,news,7,15,78.569,1.1622,2,3,220,0.2727,N/A,'enten niet onder druk staan',1,Neutral,Insufficient,Somewhat useful,Somewhat accurate,nan,nan,25,"['belangrijkste ', 'traktatie ', 'niet onder druk']","['Minor', 'Major', 'Major']",80,['traktatie '],['Minor']
5,Text 4,doc18,2,medical,1,19,116.57,1.3026,1,1,195,0.159,N/A,'uitkomst helpt niet',1,Somewhat difficult,Insufficient,Neutral,Not accurate nor inaccurate,nan,nan,33,"['niet ', 'uitkomst ']","['Major', 'Minor']",90,['prognose'],['Minor']
5,Text 4,doc18,2,medical,2,81,180.522,1.3026,0,1,198,0.0101,N/A,'en',1,Somewhat difficult,Insufficient,Neutral,Not accurate nor inaccurate,nan,nan,50,"['MISSING', 'de cognitieve uitkomsten']","['Major', 'Major']",90,['prognose '],['Minor']
5,Text 4,doc18,2,medical,3,137,352.706,1.3026,1,7,467,0.1906,N/A,'VPT-prematuren'; 'tional age < 32'; 's'; 'mentale verwerkingscomposiet'; 'onderzoek'; 'peut',1,Somewhat difficult,Insufficient,Neutral,Not accurate nor inaccurate,nan,nan,66,"['VPT-prematuren', 'gestational age', 'basisgegevens van pasgeborenen']","['Minor', 'Minor', 'Minor']",85,['vroeggeboren '],['Minor']
5,Text 4,doc18,2,medical,4,35,96.694,1.3026,1,3,86,0.7558,N/A,'jarige zuigelingen die VPT-geboren waren',1,Somewhat difficult,Insufficient,Neutral,Not accurate nor inaccurate,nan,nan,50,"['5-jarige zuigelingen', 'VPT-geboren waren']","['Major', 'Minor']",50,"['vroeggeboren', 'termijncontroles']","['Minor', 'Minor']"
5,Text 4,doc18,2,medical,5,29,81.767,1.3026,2,4,162,0.4074,N/A,'jarige zuigelingen'; 'VPT'; 'waren',1,Somewhat difficult,Insufficient,Neutral,Not accurate nor inaccurate,nan,nan,50,['5-jarige zuigelingen die VPT geboren waren'],['Major'],75,['termijncontroles '],['Minor']
5,Text 4,doc18,2,medical,6,0,12.655,1.3026,0,4,94,0.5319,N/A,,1,Somewhat difficult,Insufficient,Neutral,Not accurate nor inaccurate,nan,nan,100,[],[],100,[],[]
5,Text 4,doc18,2,medical,7,15,34.637,1.3026,0,2,117,0.1709,N/A,'uitkomst',1,Somewhat difficult,Insufficient,Neutral,Not accurate nor inaccurate,nan,nan,90,['0.6'],['Minor'],100,[],[]
5,Text 5,news_seattle_times.799809,3,news,1,76,134.473,2.9286,0,2,46,0.5217,N/A,'Geef'; 'WA opnieuw toezicht.',1,Somewhat easy,Good,Somewhat useful,Somewhat accurate,nan,nan,50,"['Geef ', ' opnieuw toezicht.', 'WA ']","['Major', 'Minor', 'Minor']",100,['voor '],['Minor']
5,Text 5,news_seattle_times.799809,3,news,2,9,57.683,2.9286,0,2,82,0.4878,N/A,,1,Somewhat easy,Good,Somewhat useful,Somewhat accurate,nan,nan,60,['crisis van overlijdensgevallen'],['Minor'],60,['crisis van overlijdensgevallen'],['Minor']
5,Text 5,news_seattle_times.799809,3,news,3,8,14.521,2.9286,0,1,295,0.0339,N/A,,1,Somewhat easy,Good,Somewhat useful,Somewhat accurate,nan,nan,90,[],[],90,['task force'],['Minor']
5,Text 5,news_seattle_times.799809,3,news,4,0,18.684,2.9286,0,3,162,0.1543,N/A,'De',1,Somewhat easy,Good,Somewhat useful,Somewhat accurate,nan,nan,80,['beleidsbeslissingen'],['Minor'],90,['menselijker '],['Minor']
5,Text 5,news_seattle_times.799809,3,news,5,15,27.401,2.9286,0,0,112,0,N/A,,1,Somewhat easy,Good,Somewhat useful,Somewhat accurate,nan,nan,100,[],[],80,['beleidsbeslissingen'],['Minor']
5,Text 5,news_seattle_times.799809,3,news,6,17,46.016,2.9286,0,2,304,0.1118,N/A,'mensen worden verwond.',1,Somewhat easy,Good,Somewhat useful,Somewhat accurate,nan,nan,75,"['uit de eerste hand ', 'communiceren ', 'worden verwond']","['Minor', 'Minor', 'Minor']",75,"['controleren', 'communiceren ', 'worden verwond']","['Minor', 'Minor', 'Minor']"
5,Text 5,news_seattle_times.799809,3,news,7,1,50.931,2.9286,0,5,303,0.1782,N/A,"'gevangenissen, op basis van gegevens.'",1,Somewhat easy,Good,Somewhat useful,Somewhat accurate,nan,nan,80,"['het publiek', 'op basis van gegevens.']","['Minor', 'Minor']",75,"['het publiek', 'n, op basis van gegevens']","['Minor', 'Minor']"
5,Text 5,news_seattle_times.799809,3,news,8,12,48.868,2.9286,0,0,275,0,N/A,,1,Somewhat easy,Good,Somewhat useful,Somewhat accurate,nan,nan,80,"['herkende ', ' te bieden']","['Minor', 'Minor']",85,"['task force', 'te bieden']","['Minor', 'Minor']"
5,Text 6,doc20,3,medical,1,0,9.326,3.359,0,0,81,0,N/A,,1,Somewhat easy,Very good,Somewhat useful,Somewhat accurate,nan,nan,100,[],[],100,[],[]
5,Text 6,doc20,3,medical,2,0,10.552,3.359,0,3,102,0.1863,N/A,'apparatuurkosten.',1,Somewhat easy,Very good,Somewhat useful,Somewhat accurate,nan,nan,100,[],[],100,[],[]
5,Text 6,doc20,3,medical,3,0,14.412,3.359,0,1,128,0.1328,N/A,,1,Somewhat easy,Very good,Somewhat useful,Somewhat accurate,nan,nan,66,['groei van deze '],['Major'],100,[],[]
5,Text 6,doc20,3,medical,4,0,20.11,3.359,0,0,143,0,N/A,,1,Somewhat easy,Very good,Somewhat useful,Somewhat accurate,nan,nan,100,[],[],66,['beeldvormende methode'],['Minor']
5,Text 6,doc20,3,medical,5,33,25.994,3.359,0,0,132,0,N/A,,1,Somewhat easy,Very good,Somewhat useful,Somewhat accurate,nan,nan,66,['waarden en leerbehoeften van studenten '],['Major'],66,['groei van deze '],['Major']
5,Text 6,doc20,3,medical,6,21,25.957,3.359,0,2,111,0.0811,N/A,'sleutel',1,Somewhat easy,Very good,Somewhat useful,Somewhat accurate,nan,nan,66,"['sleutel uitdaging', 'medische didactiek']","['Minor', 'Minor']",33,"['Eenmaal ze EMPoCUS beheersen', 'moeten de artsen in noodsituaties ']","['Major', 'Major']"
5,Text 6,doc20,3,medical,7,0,12.877,3.359,0,4,95,0.3158,N/A,,1,Somewhat easy,Very good,Somewhat useful,Somewhat accurate,nan,nan,33,['medische praktijken'],['Major'],100,[],[]
5,Text 6,doc20,3,medical,8,34,42.98,3.359,0,0,60,0,N/A,,1,Somewhat easy,Very good,Somewhat useful,Somewhat accurate,nan,nan,100,[],[],100,[],[]
5,Text 6,doc20,3,medical,9,38,148.099,3.359,0,7,212,0.4292,N/A,"'Als'; 'EMPoCUS-vaardigheden onder de knie zijn,'",1,Somewhat easy,Very good,Somewhat useful,Somewhat accurate,nan,nan,51,"['onder de knie zijn', 'artsen in noodsituaties']","['Minor', 'Major']",100,[],[]
